22:47,75
23:02,78
07:47,89
08:03,89
08:17,89
08:32,89
08:47,88
09:02,87
09:17,86
09:32,84
09:47,80
10:03,74
10:19,67
10:33,62
10:48,57
11:03,53
11:18,50
11:33,46
11:48,43
12:03,42
12:19,40
12:35,39
13:43,32
13:58,31
14:13,29
14:21,28
14:44,25
14:59,23
15:14,23
15:29,21
15:44,21
15:59,22
16:14,22
16:40,23
16:55,24
17:10,25
17:25,26
17:40,29
17:56,32
18:11,36
18:21,39
18:41,43
18:56,47
19:11,50
19:26,53
19:41,55
19:56,57
20:11,63
20:21,64
20:42,65
20:57,65
21:12,65
21:27,64
21:42,65
21:57,65
22:12,67
22:27,69
