22:47,43
23:02,47
23:17,49
07:46,74
08:02,73
08:17,74
08:32,73
08:47,72
09:02,71
09:17,70
09:32,68
09:47,68
10:02,67
10:19,65
10:33,64
10:48,65
11:03,64
11:18,64
11:33,63
11:48,63
12:03,62
12:18,61
12:35,60
12:49,59
13:43,57
13:58,58
14:13,57
14:28,56
14:44,57
14:59,57
15:14,56
15:29,56
15:44,56
15:59,56
16:14,56
16:37,57
16:39,58
16:39,58
16:39,58
16:40,58
16:55,58
17:10,59
17:25,61
17:40,60
17:56,61
18:11,63
18:26,65
18:41,65
18:55,65
19:11,67
19:26,67
19:41,66
19:55,64
20:11,63
20:27,59
20:42,58
20:57,55
21:12,52
21:27,51
21:42,51
21:57,51
22:12,51
22:27,52
22:42,53
