22:48,44
23:03,47
23:18,47
07:47,67
08:03,67
08:18,66
08:33,65
08:48,64
09:03,64
09:18,63
09:33,60
09:48,59
10:03,57
10:19,56
10:34,51
10:49,45
11:04,42
11:19,39
11:34,39
11:49,35
12:04,33
12:19,29
12:35,26
12:50,25
13:44,22
13:59,19
14:14,16
14:29,13
14:44,8
15:00,4
15:15,2
15:30,1
15:45,2
16:00,0
16:15,1
16:38,3
16:39,3
16:39,3
16:40,3
16:41,3
16:56,5
17:11,8
17:26,13
17:41,14
17:57,18
18:12,21
18:27,25
18:42,30
18:57,33
19:12,37
19:27,44
19:42,45
19:57,43
20:12,42
20:28,39
20:43,38
20:58,36
21:13,33
21:28,32
21:43,31
21:58,31
22:13,35
22:28,37
22:43,38
