22:47,43
23:02,43
23:17,43
07:44,53
08:02,52
08:17,52
08:32,51
08:47,50
09:02,50
09:17,49
09:32,48
09:47,47
10:02,45
10:17,45
10:32,44
10:47,42
11:02,39
11:17,37
11:32,34
11:47,25
12:02,26
12:17,22
12:32,20
12:47,19
13:41,20
13:56,18
14:11,22
14:26,23
14:41,22
14:59,25
15:14,27
15:29,28
15:44,28
15:59,28
16:14,28
16:35,30
16:38,31
16:38,31
16:38,31
16:38,31
16:53,32
17:08,31
17:23,32
17:38,31
17:56,33
18:11,32
18:26,33
18:41,33
18:56,32
19:11,31
19:26,27
19:41,26
19:56,25
20:11,23
20:26,21
20:41,19
20:56,18
21:11,18
21:26,18
21:41,19
21:56,20
22:11,20
22:26,21
22:41,21
