22:47,32
23:02,47
23:17,55
07:47,74
08:02,74
08:17,74
08:32,74
08:47,73
09:02,73
09:17,70
09:32,67
09:47,65
10:02,63
10:17,61
10:32,60
10:47,57
11:02,56
11:17,55
11:32,54
11:47,53
12:02,52
12:17,53
12:32,50
12:47,48
13:44,46
13:56,46
14:11,45
14:26,43
14:41,41
14:59,38
15:14,37
15:29,36
15:44,33
15:59,31
16:14,31
16:35,29
16:38,29
16:38,29
16:38,29
16:38,29
16:53,29
17:08,29
17:26,29
17:38,30
17:53,29
18:11,27
18:26,22
18:41,15
18:56,11
19:11,5
19:26,6
19:41,5
19:56,5
20:11,5
20:26,13
20:41,9
20:56,1
21:11,0
21:26,2
21:41,2
21:56,5
22:11,23
22:26,27
22:41,28
