22:47,79
23:02,79
23:17,79
07:44,77
07:59,77
08:17,77
08:32,76
08:47,76
09:02,75
09:17,74
09:32,73
09:47,73
10:02,72
10:17,72
10:32,72
10:47,72
11:02,71
11:17,72
11:32,73
11:47,72
12:02,71
12:17,70
12:32,69
12:47,65
13:41,61
13:56,60
14:11,60
14:26,59
14:41,58
14:59,58
15:14,57
15:29,56
15:44,56
15:59,56
16:14,57
16:35,60
16:38,60
16:38,60
16:38,60
16:38,60
16:53,61
17:08,63
17:23,64
17:38,65
17:53,66
18:11,69
18:26,71
18:41,76
18:56,78
19:11,78
19:26,79
19:41,78
19:56,79
20:11,79
20:26,79
20:41,79
20:56,78
21:11,79
21:26,78
21:41,78
21:56,78
22:11,79
22:26,79
22:41,79
